NCPPB ID	BioSample	NCBI strain	NCBI assemblies	PhytoBacExplorer assemblies	NCPPB_number	taxon	genus	species	sub_species	pathovar	catalogue_name	name_as_received	synonyms	organism_author	organism_type	type_strain	pathotype_strain	country_of_origin	country_of_isolation	location	location_name	host	isolated_from	isolated_by	donor	donor_institution	donor_reference	year_of_accession	year_of_isolation	pathogenic_to	pathogenicity_confirmed	literature	public_notes	other_collections	sequence_types	sequenced	sequencing_notes	url_link_ncbi	url_link_q_bank	detail_url	Basis for match
NCPPB 4006					4006	Ralstonia pseudosolanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996, Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Safni et al. 2014	Bacteria	No	No	China		2	NCPPB Primary Storage	Olea europaea			J. Elphinstone	ex He	R289	1997			No		Biovar 4.			No				https://ncppb.fera.co.uk/furtherinfo/4006	
NCPPB 4007					4007	Ralstonia pseudosolanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996, Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Safni et al. 2014	Bacteria	No	No	China				Morus sp(Mulberry)			J. Elphinstone	ex He	R291	1997			No	Cook, D., Elizabeth, B., Sequeria, L. 1989. Mol. Plant-Microne Interact. 2: 113-121.	Biovar 4. RFLP 16 (Cook et al)							https://ncppb.fera.co.uk/furtherinfo/4007	
NCPPB 4008					4008	Ralstonia pseudosolanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996, Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Safni et al. 2014	Bacteria	No	No	China				Arachis hypogaea			J. Elphinstone	ex He	R293	1997			No	Cook, D., Elizabeth, B., Sequeria, L. 1989. Mol. Plant-Microne Interact. 2: 113-121.	Biovar 4. RFLP 16 (Cook et al).							https://ncppb.fera.co.uk/furtherinfo/4008	
NCPPB 4009					4009	Ralstonia pseudosolanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996, Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Safni et al. 2014	Bacteria	No	No	USA				Nicotiana tabacum			J. Elphinstone	ex Kelman	R300	1997			No	Cook, D., Elizabeth, B., Sequeria, L. 1989. Mol. Plant-Microne Interact. 2: 113-121.	Biovar 4. RFLP 17 (Cook et al).							https://ncppb.fera.co.uk/furtherinfo/4009	
NCPPB 4010					4010	Ralstonia pseudosolanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996, Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Safni et al. 2014	Bacteria	No	No	Malaysia				Solanum lycopersicum			J. Elphinstone	ex S. Eden-Green	R413	1997			No									https://ncppb.fera.co.uk/furtherinfo/4010	
NCPPB 4011					4011	Ralstonia pseudosolanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996, Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Safni et al. 2014	Bacteria	No	No	China				Morus sp. (Mulberry)			J. Elphinstone	ex He	R288	1997			No	Cook, D., Elizabeth, B., Sequeria, L. 1989. Mol. Plant-Microne Interact. 2: 113-121.	Biovar 5. RFLP 20 (Cook et al).SMT reference strain (EC official method),	SMT 50, CFBP 4617, NCPPB 3850						https://ncppb.fera.co.uk/furtherinfo/4011	
NCPPB 4012					4012	Ralstonia pseudosolanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996, Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Safni et al. 2014	Bacteria	No	No	China				Morus sp(Mulberry)			J. Elphinstone	ex He	R292	1997			No	Cook, D., Elizabeth, B., Sequeria, L. 1989. Mol. Plant-Microne Interact. 2: 113-121.	Biovar 5. RFLP 10 (Cook et al).							https://ncppb.fera.co.uk/furtherinfo/4012	
NCPPB 4016					4016	Pseudomonas savastanoi pv. phaseolicola					Pseudomonas syringae pv. phaseolicola ( Burkholder 1926 ) Young et al. 1976	Pseudomonas savastanoi pv. phaseolicola ( Burkholder 1926 ) Gardan et al. 1992	Pseudomonas syringae pv. phaseolicola (Burkholder 1926) Young et al. 1978	( Burkholder 1926 ) Gardan et al. 1992	Bacteria	No	No	UK				Phaseolus coccineus		ex J.D. Taylor	J.D. Taylor & D.M. Teverson	ex HRI (HB13814)	1281A	1997	1984		No		Race 1.							https://ncppb.fera.co.uk/furtherinfo/4016	
NCPPB 4017					4017	Pseudomonas savastanoi pv. phaseolicola					Pseudomonas syringae pv. phaseolicola ( Burkholder 1926 ) Young et al. 1976	Pseudomonas savastanoi pv. phaseolicola ( Burkholder 1926 ) Gardan et al. 1992	Pseudomonas syringae pv. phaseolicola (Burkholder 1926) Young et al. 1978	( Burkholder 1926 ) Gardan et al. 1992	Bacteria	No	No	USA				Phaseolus vulgaris			J.D. Taylor & D.M. Teverson	ex M.L. Schuster HB16	882	1997	1975		No		Race 2.							https://ncppb.fera.co.uk/furtherinfo/4017	
NCPPB 4018					4018	Pseudomonas savastanoi pv. phaseolicola					Pseudomonas syringae pv. phaseolicola ( Burkholder 1926 ) Young et al. 1976	Pseudomonas savastanoi pv. phaseolicola ( Burkholder 1926 ) Gardan et al. 1992	Pseudomonas syringae pv. phaseolicola (Burkholder 1926) Young et al. 1978	( Burkholder 1926 ) Gardan et al. 1992	Bacteria	No	No	Tanzania				Phaseolus vulgaris		ex J.D. Taylor	J.D. Taylor & D.M. Teverson		1301B	1997	1984		No		Race 3.							https://ncppb.fera.co.uk/furtherinfo/4018	
NCPPB 4019					4019	Pseudomonas savastanoi pv. phaseolicola					Pseudomonas syringae pv. phaseolicola ( Burkholder 1926 ) Young et al. 1976	Pseudomonas savastanoi pv. phaseolicola ( Burkholder 1926 ) Gardan et al. 1992	Pseudomonas syringae pv. phaseolicola (Burkholder 1926) Young et al. 1978	( Burkholder 1926 ) Gardan et al. 1992	Bacteria	No	No							ex D.M. Teverson	J.D. Taylor & D.M. Teverson	ex HRI	1384A	1997			No		Race 4.							https://ncppb.fera.co.uk/furtherinfo/4019	
NCPPB 4021					4021	Pseudomonas savastanoi pv. phaseolicola					Pseudomonas syringae pv. phaseolicola ( Burkholder 1926 ) Young et al. 1976	Pseudomonas savastanoi pv. phaseolicola ( Burkholder 1926 ) Gardan et al. 1992	Pseudomonas syringae pv. phaseolicola (Burkholder 1926) Young et al. 1978	( Burkholder 1926 ) Gardan et al. 1992	Bacteria	No	No	Tanzania				Phaseolus vulgaris		ex D.M. Teverson	J.D. Taylor & D.M. Teverson	ex HRI	1299B	1997	1984		No		Race 6.							https://ncppb.fera.co.uk/furtherinfo/4021	
NCPPB 4022					4022	Pseudomonas savastanoi pv. phaseolicola					Pseudomonas syringae pv. phaseolicola ( Burkholder 1926 ) Young et al. 1976	Pseudomonas savastanoi pv. phaseolicola ( Burkholder 1926 ) Gardan et al. 1992	Pseudomonas syringae pv. phaseolicola (Burkholder 1926) Young et al. 1978	( Burkholder 1926 ) Gardan et al. 1992	Bacteria	No	No	Ethiopia				Lablab purpureus		ex D.M. Teverson	J.D. Taylor & D.M. Teverson	ex HRI	1449B	1997	1985		No		Race 7.							https://ncppb.fera.co.uk/furtherinfo/4022	
NCPPB 4023					4023	Pseudomonas savastanoi pv. phaseolicola					Pseudomonas syringae pv. phaseolicola ( Burkholder 1926 ) Young et al. 1976	Pseudomonas savastanoi pv. phaseolicola ( Burkholder 1926 ) Gardan et al. 1992	Pseudomonas syringae pv. phaseolicola (Burkholder 1926) Young et al. 1978	( Burkholder 1926 ) Gardan et al. 1992	Bacteria	No	No	Lesotho				Phaseolus vulgaris		ex D.M. Teverson	J.D. Taylor & D.M. Teverson	ex HRI	2656A	1997	1990		No		Race 8.							https://ncppb.fera.co.uk/furtherinfo/4023	
NCPPB 4024					4024	Pseudomonas savastanoi pv. phaseolicola					Pseudomonas syringae pv. phaseolicola ( Burkholder 1926 ) Young et al. 1976	Pseudomonas savastanoi pv. phaseolicola ( Burkholder 1926 ) Gardan et al. 1992	Pseudomonas syringae pv. phaseolicola (Burkholder 1926) Young et al. 1978	( Burkholder 1926 ) Gardan et al. 1992	Bacteria	No	No	Malawi				Phaseolus vulgaris		ex D.M. Teverson	J.D. Taylor & D.M. Teverson	ex HRI	2709A	1997	1990		No		Race 9.							https://ncppb.fera.co.uk/furtherinfo/4024	
NCPPB 4025					4025	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Costa Rica				Musa (Banana)			J. Elphinstone	ex Sequeria	R283	1997			No		Biovar 1.							https://ncppb.fera.co.uk/furtherinfo/4025	
NCPPB 4026					4026	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Indonesia				Musa (Banana)			J. Elphinstone	ex S. Eden-Green	R223	1997			No									https://ncppb.fera.co.uk/furtherinfo/4026	
NCPPB 4027					4027	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	USA				Solanum lycopersicum			J. Elphinstone	ex Kelman	R301	1997			No		Biovar 1.							https://ncppb.fera.co.uk/furtherinfo/4027	
NCPPB 4028					4028	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Colombia				Solanum lycopersicum			J. Elphinstone	ex Sequiera	R303	1997			No		Biovar 2a.SMT reference strain (EC official method),	SMT 43, CFBP 4611						https://ncppb.fera.co.uk/furtherinfo/4028	
NCPPB 4029					4029	Ralstonia pseudosolanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996, Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Safni et al. 2014	Bacteria	No	No	Sri Lanka				Solanum tuberosum			---	ex CMI	R297	1997			No		Biovar 4.SMT reference strain (EC official method),	SMT 48, CFBP 4615						https://ncppb.fera.co.uk/furtherinfo/4029	
NCPPB 4038					4038	Pseudomonas syringae					Pseudomonas syringae  van Hall 1902	Pseudomonas syringae van Hall 1902		van Hall 1902	Bacteria	No	No	UK				Amelanchier		A. Aspin	A Aspin		981593	1998	1998		No					No				https://ncppb.fera.co.uk/furtherinfo/4038	
NCPPB 4050					4050	Pseudomonas savastanoi pv. retacarpa					Pseudomonas savastanoi pv. retacarpa Garcia De Los Rios 1999	Pseudomonas savastanoi pv. retacarpa Garcia De Los Rios 1999		Garcia De Los Rios 1999	Bacteria	No	Yes	Spain				Retama sphaerocarpa		J.E.Garcia De Los Rios	J.E.Garcia De Los Rios		CECT 4861	1999	1996		Yes			ICMP 16945						https://ncppb.fera.co.uk/furtherinfo/4050	
NCPPB 4051					4051	Pseudomonas savastanoi pv. retacarpa					Pseudomonas savastanoi pv. retacarpa Garcia De Los Rios 1999	Pseudomonas savastanoi pv. retacarpa Garcia De Los Rios 1999		Garcia De Los Rios 1999	Bacteria	No	No	Spain				Retama sphaerocarpa		J.E.Garcia De Los Rios	J.E.Garcia De Los Rios		CECT 4860	1999	1996		Yes			ICMP 16946						https://ncppb.fera.co.uk/furtherinfo/4051	
NCPPB 4052					4052	Pseudomonas savastanoi pv. retacarpa					Pseudomonas savastanoi pv. retacarpa Garcia De Los Rios 1999	Pseudomonas savastanoi pv. retacarpa Garcia De Los Rios 1999		Garcia De Los Rios 1999	Bacteria	No	No	Spain				Retama sphaerocarpa		J.E.Garcia De Los Rios	J.E.Garcia De Los Rios		CECT 4859	1999	1996		Yes			ICMP 16947, CFBP 5510						https://ncppb.fera.co.uk/furtherinfo/4052	
NCPPB 4102					4102	Pseudomonas syringae					Pseudomonas syringae  van Hall 1902	Pseudomonas syringae van Hall 1902		van Hall 1902	Bacteria	No	No	UK				Vaccinium sp.		H.Stanford	H.Stanford			2000	2000		No									https://ncppb.fera.co.uk/furtherinfo/4102	
NCPPB 4118					4118	Hydrogenophaga pseudoflava					Hydrogenophaga pseudoflava (Auling et al. 1978) Willems et al. 1989	Pseudomonas hydrogenophaga Auling et al. 1978	Pseudomonas pseudoflava Auling et al. 1978	(Auling et al. 1978) Willems et al. 1989	Bacteria	Yes	No								DSMZ		DSMZ 1034	2000			No			DSMZ 1034, ATCC 33668, CCUG 13799, CFBP 2439, CIP 103270, JCM 21410, LMG 5945, N						https://ncppb.fera.co.uk/furtherinfo/4118	
NCPPB 4119					4119	Hydrogenophaga taeniospiralis					Hydrogenophaga taeniospiralis (Lalucat et al. 1982) Willems et al. 1989	Pseudomonas taeniospiralis Lalucat et al 1982	Pseudomonas taeniospiralis Lalucat et al. 1982	(Lalucat et al. 1982) Willems et al. 1989	Bacteria	Yes	No								DSMZ		DSMZ 2082	2000			No			DSMZ 2082, ATCC 49743						https://ncppb.fera.co.uk/furtherinfo/4119	
NCPPB 4124					4124	Pseudomonas cichorii					Pseudomonas cichorii (Swingle 1925) Stapp 1928	Pseudomonas sp		(Swingle 1925) Stapp 1928	Bacteria	No	No	Yugoslavia				Cucumis melo			Arsenejevic		Di 10	2000	1990		No									https://ncppb.fera.co.uk/furtherinfo/4124	
NCPPB 4125					4125	Pseudomonas cichorii					Pseudomonas cichorii (Swingle 1925) Stapp 1928	Pseudomonas cichorii		(Swingle 1925) Stapp 1928	Bacteria	No	No	UK				Impatiens sp.					B156B	2000	1995		No									https://ncppb.fera.co.uk/furtherinfo/4125	
NCPPB 4126					4126	Brevundimonas diminuta					Brevundimonas diminuta (Leifson and Hugh 1954) Segers et al. 1994	Brevundimonas diminuta (Leifson and Hugh 1954) Segers et al. 1994	Pseudomonas diminuta Leifson and Hugh 1954	(Leifson and Hugh 1954) Segers et al. 1994	Bacteria	Yes	No											2000			No			IFO 12697, NCIB 9393, ATCC 11568, LMG 2089, DSMZ 7234, CCUG 1427						https://ncppb.fera.co.uk/furtherinfo/4126	
NCPPB 4127					4127	Pseudomonas sp.					Pseudomonas gingeri Preece & Wong 1982	Pseudomonas gingeri Preece & Wong 1982	Pseudomonas gingeri	Migula 1894	Bacteria	No	No					Agaricus sp.			T. Fermor		Pg SA	2000			No		The taxonomic name ‘Pseudomonas gingeri (Preece TF & Wong WC 1982)’ has been effectively published but not validly published under the rules of the International Code of Nomenclature of Bacteria (Bacteriological Code). Our WGS studies confirm this strain lies in a clade synonymous with ‘P. gingeri’.							https://ncppb.fera.co.uk/furtherinfo/4127	
NCPPB 4128					4128	Pseudomonas sp.					Pseudomonas gingeri Preece & Wong 1982	Pseudomonas gingeri Preece & Wong 1982		Migula 1894	Bacteria	No	No					Agaricus sp.			T. Fermor		Pg SB	2000			No		This strain was thought to be ‘P. gingeri’ but our WGS studies show that it is closer to P. edaphica							https://ncppb.fera.co.uk/furtherinfo/4128	
NCPPB 4153					4153	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Egypt				Solanum tuberosum			J.Elphinstone			2001	1998		Yes		Biovar 2.1998 FAP profile typical fluidal colony type. 2000 BOX PCR typical of Biovar 2 (2000 SMT reference strain(EC Official method)	SMT 6, CFBP 4582						https://ncppb.fera.co.uk/furtherinfo/4153	
NCPPB 4154					4154	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Turkey				Solanum tuberosum		J. van Vaernebergh	J.Elphinstone			2001			Yes		Biovar 2.2000 (pathogenic on tomato). SMT reference strain (official EC method.FAP profile typical (2000), BOX PCR profile typical (2000), Fluidal colony type (2000), Biovar 2 (2000)	SMT 10, CFBP						https://ncppb.fera.co.uk/furtherinfo/4154	
NCPPB 4155					4155	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Belgium				Solanum tuberosum		J. van Vaerenbergh	J.Elphinstone				1989		No		Biovar 2.2000 (pathogenic on tomato), SMT reference strain (EC official method), FAP profile typical (2000), BOX PCR profile typical (2000), Fluidal colony type, Biovar 2 (2000)	SMT 26, CFBP 4601, LMG 9575						https://ncppb.fera.co.uk/furtherinfo/4155	
NCPPB 4156					4156	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Netherlands		2	NCPPB Primary Storage	Solanum tuberosum cv Bildstar)		J. Janse	J.Elphinstone			2001	1995		Yes		Race 3 Biovar 2.Pathogenic on tomato (2000) SMT reference strain (EC official method). FAP profile typical (2000), BOX-PCR typical profile (2000), Fluidal colony type, Biovar 2 (2000)	SMT 71, CFBP3857, PD2762		No				https://ncppb.fera.co.uk/furtherinfo/4156	
NCPPB 4157					4157	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	France				Solanum tuberosum cv charlotte		D. Caffier	J.Elphinstone			2001	1995		Yes		Biovar 2.2000( Pathogenic on tomato), SMT reference strain (official EC method), FAP profile typical (2000), BOX-PCR typical profile (2000), Fluidal colony type (2000), Biovar 2 (2000).	SMT 67, LNPV 15.01						https://ncppb.fera.co.uk/furtherinfo/4157	
NCPPB 4158					4158	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Portugal				Solanum tuberosum		M. Sousa-Santos	J.Elphinstone			2001	1995		Yes		Biovar 2.2000 (pathogenic on tomato), SMT reference strain (official EC method),FAP profile typical (2000), BOX-PCR typical profile (2000), Fluidal colony type (2000), Biovar 2 (2000).	SMT 39, CFBP 4608						https://ncppb.fera.co.uk/furtherinfo/4158	
NCPPB 4159					4159	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Unknown				Solanum tuberosum		M. Ravnikar	J.Elphinstone		CSL971980	2001	1997		Yes		Isolated by Dr Maja Ravnikar in Slovenia from imported potatoes. Biovar 2.2000 (pathogenic on tomato), SMT reference strain (official EC method),FAP profile typical (2000), BOX-PCR typical profile (2000), Fluidal colony type (2000), Biovar 2 (2000).	SMT 40, CFBP 4609						https://ncppb.fera.co.uk/furtherinfo/4159	
NCPPB 4160					4160	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Spain				Solanum tuberosum		M. Lopez	J.Elphinstone			2001	1996		Yes		Biovar 2.2000 (pathogenic on tomato, SMT reference strain (official EC method), FAP profile typical(2000), BOX-PCR typical profile (2000), Fluidal colony type (2000), Biovar 2 (2000)	SMT 69, IVIA 1632-2						https://ncppb.fera.co.uk/furtherinfo/4160	
NCPPB 4161					4161	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Germany				Solanum tuberosum		P. Mueller	J.Elphinstone			2001	1996		Yes		Biovar 2.Pathogenic on tomato (2000), SMT reference strain (official EC method), FAP typical profile (2000), BOX-PCR typical profile (2000), Biovar 2 (2000), Fluidal colony type).	SMT 76, B3B						https://ncppb.fera.co.uk/furtherinfo/4161	
NCPPB 4163					4163	Pseudomonas sp.					Pseudomonas marginalis pv. marginalis (Brown 1918) Stevens 1925	Pseudomonas marginalis pv. marginalis (Brown 1918) Stevens 1925	Pseudomonas sp. Migula 1894	(Brown 1918) Stevens 1925	Bacteria	No	No	USA				Solanum tuberosum		D. Cuppels	D.Caffier	CFBP	CFBP1538	2001	1970		No		Cross reacts with Ralstonia solanacearum polyclonal antisera - Whole genome sequencing indicates this strain is not P. marginalis (NCPPB July 2023)	SMT 52, CFBP 1538						https://ncppb.fera.co.uk/furtherinfo/4163	
